,报警时间,报警电话,证件类型,联系人电话,小型客车子类,当事人事故责任,当事人处罚情况,证件号码,姓名,城市,街道,GPS_X,GPS_Y,发生地点,普通路面类型,道路级别,路口,路段,斑马线,信号灯,证件号码合法性,户籍,年龄,电话归属地
2227,2020-11-15 08:10:23,18258480332.0,身份证,18258480332,nan,nan,nan,211382199508221691,赵彬,杰市,林路,nan,nan,nan,nan,nan,nan,nan,nan,nan,合法,辽宁省,27,浙江
2228,2020-11-15 08:04:32,13868151626.0,身份证,15956581124,nan,nan,nan,130302199902023105,谭倩,超市,王街,120.010042,29.984985,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河北省,23,安徽
2229,2020-11-15 08:02:11,15268181065.0,身份证,15268181065,非营运,nan,nan,230800199810118383,李秀云,海门县,阜新街,119.70227,30.04671,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,黑龙江省,24,浙江
2230,2020-11-15 07:58:28,13989837865.0,身份证,13989837865,非营运,无责,未发现违法行为,320322198312166591,邰桂荣,晶县,刘街,119.934651216176,30.114126503255,普通路面,路口,省道,十字路口,nan,是,无,合法,江苏省,39,浙江
2231,2020-11-15 07:45:31,15088611017.0,身份证,15088611017,非营运,nan,nan,610425199605029812,李秀兰,秀华县,雷路,120.040154355853,30.066141571997,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,陕西省,26,浙江
2232,2020-11-15 07:37:54,13735418541.0,身份证,13735418541,nan,无责,未发现违法行为,532300199311288148,王秀珍,明市,北京路,119.925037357156,30.050223279313,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,云南省,29,浙江
2233,2020-11-15 07:30:50,15027209777.0,身份证,15925609391,nan,次要,已处罚,510503199508227511,彭金凤,玲市,荣街,119.939805871812,30.100482651267,普通路面,路口,国道,T字路口,nan,否,无,合法,四川省,27,浙江
2234,2020-11-15 06:51:19,13165955981.0,身份证,18658130958,nan,次要,已处罚,532628195312185479,孙艳,张家港县,贵阳路,119.941182581152,30.104880307038,普通路面,路口,乡/村道,十字路口,nan,是,有,合法,云南省,69,浙江
2235,2020-11-15 06:42:08,18181691888.0,身份证,13758251639,非营运,无法现场认定,待事故调查,130632199406039591,高冬梅,红市,萧路,119.759607959419,29.886524626414,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河北省,28,浙江
2236,2020-11-15 04:06:13,13485014020.0,身份证,17388110886,nan,nan,nan,450406201302179128,沈平,沈阳县,岳街,119.918145,30.119597,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,广西壮族自治区,9,不合法的电话号码
2237,2020-11-15 02:14:01,17388110886.0,身份证,17388110886,nan,nan,nan,652328197512022906,张明,波县,北京路,nan,nan,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,新疆维吾尔自治区,47,不合法的电话号码
2238,2020-11-15 01:22:33,15381064310.0,身份证,15381064310,非营运,nan,nan,210114199506198549,杨建华,武汉县,田路,nan,nan,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,辽宁省,27,浙江
2239,2020-11-15 01:16:32,18769389355.0,身份证,18768389355,非营运,nan,nan,230111200403153532,陈欢,桂珍市,成都路,nan,nan,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,黑龙江省,18,不合法的电话号码
2240,2020-11-14 23:51:20,18268187067.0,身份证,18868782957,非营运,无法现场认定,待事故调查,540000197904048398,陈华,巢湖市,邯郸路,119.931131107043,30.050578251162,内部道路,nan,nan,nan,nan,nan,nan,合法,西藏自治区,43,浙江
2241,2020-11-14 23:30:49,18695204123.0,身份证,18695204123,nan,无责,未发现违法行为,370306198511012949,张宇,博县,阜新路,120.06937,30.03637,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,山东省,37,宁夏
2242,2020-11-14 21:58:57,18767115655.0,身份证,18625269862,nan,无责,未发现违法行为,220302198403157915,倪玉梅,杭州市,沈阳路,119.98832,30.01514,内部道路,nan,nan,nan,nan,nan,nan,合法,吉林省,38,江苏
2243,2020-11-14 20:59:16,15267034783.0,身份证,15267034783,非营运,无法现场认定,待事故调查,211381199511256629,高淑华,玉华县,海门街,119.925122559529,30.060964730619,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,辽宁省,27,浙江
2244,2020-11-14 20:48:20,13968062547.0,身份证,13968062547,非营运,nan,nan,441202198809216387,巫秀云,峰市,汕尾街,119.734357643332,29.979528000215,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,广东省,34,浙江
2245,2020-11-14 19:29:54,13758226135.0,身份证,13758226135,非营运,全部,已处罚,340207200509078856,郑凤兰,娜市,沈阳街,119.83157,30.01616,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,安徽省,17,浙江
2246,2020-11-14 19:11:42,17538391759.0,身份证,18968011585,非营运,无法现场认定,待事故调查,420203200108184126,冯洋,合山市,侯路,119.96995,30.03214,普通路面,路段,城市道路,nan,路边缺口,否,nan,合法,湖北省,21,浙江
2247,2020-11-14 19:05:39,13375717668.0,身份证,13375717668,nan,无责,未发现违法行为,341821200004075706,何玉梅,辽阳市,东莞街,119.94152984059,30.039429615397,普通路面,路段,其他,nan,不在缺口上发生,否,无,合法,安徽省,22,浙江
2248,2020-11-14 18:59:46,13819132572.0,身份证,13758176727,非营运,无责,未发现违法行为,120000196202256616,周博,英县,栾路,119.902744412177,30.087615136939,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,天津市,60,浙江
2249,2020-11-14 18:48:23,13567123091.0,身份证,13567123091,nan,nan,nan,431003199411202784,王成,彬市,合山路,119.92161,30.04969,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,湖南省,28,浙江
2250,2020-11-14 18:41:28,15858178621.0,身份证,15858178621,nan,无责,未发现违法行为,330727198512198411,张敏,强市,上海路,119.898407423305,29.989209508981,普通路面,路口,城市道路,不规则路口,nan,是,有,合法,浙江省,37,浙江
2251,2020-11-14 18:14:23,13282198812.0,身份证,13282198812,非营运,无责,未发现违法行为,411122198612265630,伍慧,婷县,太原路,119.96869,30.03555,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河南省,36,浙江
2252,2020-11-14 18:12:05,13588701235.0,身份证,18268060873,nan,全部,已处罚,220723199209165661,陈洋,淑英县,董路,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,吉林省,30,浙江
2253,2020-11-14 17:57:58,15205816536.0,身份证,19857193126,nan,无法现场认定,待事故调查,36072219980610399X,杨玉珍,兰州县,边街,119.916780000304,30.096399999926,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,江西省,24,不合法的电话号码
2254,2020-11-14 17:53:34,18758201397.0,身份证,18758263213,非营运,无责,待事故调查,653129196206058531,姜桂兰,文县,樊路,119.9613,30.13127,nan,nan,nan,nan,nan,nan,nan,合法,新疆维吾尔自治区,60,不合法的电话号码
2255,2020-11-14 17:30:35,13868140138.0,身份证,15888856485,nan,无法现场认定,待事故调查,421122199510127583,孙燕,瑜市,淮安路,119.952319580497,30.049123598143,普通路面,路口,城市道路,十字路口,nan,否,有,合法,湖北省,27,浙江
2256,2020-11-14 17:26:58,18767801800.0,身份证,15258854944,非营运,无责,未发现违法行为,340828198810286384,明磊,通辽市,佛山路,119.925419152843,30.019961421731,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,安徽省,34,浙江
2257,2020-11-14 17:22:00,15868880457.0,身份证,15868880457,非营运,主要,已处罚,429021198408151297,高旭,斌市,呼和浩特街,119.919664409628,29.999284104026,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖北省,38,浙江
2258,2020-11-14 17:10:14,13588125833.0,身份证,15990055999,非营运,无法现场认定,待事故调查,44011320000520544X,刘冬梅,潜江县,刘街,119.75001,29.99805,内部道路,nan,nan,nan,nan,nan,nan,合法,广东省,22,浙江
2259,2020-11-14 17:00:52,nan,身份证,18555329156,nan,nan,nan,210911198401197937,陈东,汕尾市,长沙路,119.94088,30.05843,nan,nan,nan,nan,nan,nan,nan,合法,辽宁省,38,安徽
2260,2020-11-14 16:53:52,13777599741.0,身份证,13706815631,非营运,无责,未发现违法行为,422800199305032340,秦颖,沈阳市,田路,119.977343,30.003091,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖北省,29,浙江
2261,2020-11-14 16:49:25,13606606161.0,身份证,13606606161,非营运,无责,未发现违法行为,421123199502191581,陈亮,永安市,徐路,119.921883742981,30.050114191666,普通路面,路口,城市道路,T字路口,nan,否,有,合法,湖北省,27,浙江
2262,2020-11-14 16:48:27,13666608635.0,身份证,15168335129,非营运,无法现场认定,待事故调查,330523198301225102,李桂兰,永安县,东莞路,119.92010952671,30.050183599408,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,浙江省,39,浙江
2263,2020-11-14 16:47:20,15267488868.0,身份证,15267488868,nan,nan,nan,130722199306202526,白丽丽,东莞市,薄路,119.736755339318,29.9672010626,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河北省,29,浙江
2264,2020-11-14 16:27:51,nan,身份证,13968193089,非营运,无法现场认定,待事故调查,330305201510107891,王桂英,帅市,兴安盟路,119.85906,30.02588,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,浙江省,7,浙江
2265,2020-11-14 16:22:35,13357153888.0,身份证,17306033538,nan,无法现场认定,待事故调查,411525199803258877,贺健,西宁市,林街,119.974791156169,30.047055486531,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,河南省,24,不合法的电话号码
2266,2020-11-14 16:15:53,18072880067.0,身份证,13805765570,非营运,无责,未发现违法行为,231225199911269602,昝欣,慧县,大冶街,119.940963436192,30.060894913187,普通路面,路口,省道,十字路口,nan,否,无,合法,黑龙江省,23,浙江
2267,2020-11-14 16:14:22,18458210050.0,身份证,18458210050,nan,无责,未发现违法行为,43048219961113791X,游淑华,哈尔滨市,兰州路,119.96139,30.12611,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,湖南省,26,不合法的电话号码
2268,2020-11-14 16:07:20,15257147799.0,身份证,13777563470,nan,无责,未发现违法行为,64030219980920602X,易丽丽,合肥县,长春街,119.945653475691,30.112088869126,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,宁夏回族自治区,24,浙江
2269,2020-11-14 16:03:32,17328853134.0,身份证,17328853134,非营运,nan,nan,220524199705279591,许婷婷,拉萨市,兴安盟街,119.934470978486,30.02303008878,内部道路,nan,nan,nan,nan,nan,nan,合法,吉林省,25,不合法的电话号码
2270,2020-11-14 15:43:11,13758151214.0,身份证,13758151214,非营运,无责,未发现违法行为,510182199503233166,杨亮,台北县,梁路,119.98081,30.14688,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,四川省,27,浙江
2271,2020-11-14 15:23:54,13306517689.0,身份证,15356636697,nan,无责,未发现违法行为,141181200309253543,李丽娟,通辽县,杨路,119.986029674735,30.061726145532,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,山西省,19,浙江
2272,2020-11-14 15:20:44,13567140002.0,身份证,13567140002,非营运,无法现场认定,待事故调查,522728195911014501,艾玉英,琳县,李路,119.926953594724,30.098336642084,普通路面,路口,城市道路,不规则路口,nan,是,有,合法,贵州省,63,浙江
2273,2020-11-14 15:12:10,15258855538.0,身份证,15258855538,非营运,无责,未发现违法行为,440604200206038183,傅博,辽阳县,南昌街,119.946576433324,30.072741039886,内部道路,nan,nan,nan,nan,nan,nan,合法,广东省,20,浙江
2274,2020-11-14 15:06:54,13857189125.0,身份证,13857189125,nan,无责,未发现违法行为,130481199511174812,李桂英,晶市,郑街,119.776992529221,30.006143165608,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河北省,27,浙江
2275,2020-11-14 15:04:39,13336113292.0,身份证,15990020051,非营运,nan,nan,421088202010062756,柳桂英,杨市,马鞍山路,119.926768350918,30.025972286111,普通路面,路段,其他,nan,不在缺口上发生,否,无,合法,湖北省,2,浙江
2276,2020-11-14 14:56:09,18368875214.0,身份证,15968835972,非营运,无法现场认定,待事故调查,350123198312033773,封彬,广州县,陶街,119.9613,30.13127,内部道路,nan,nan,nan,nan,nan,nan,合法,福建省,39,浙江
2277,2020-11-14 14:47:49,13968161791.0,身份证,13968161791,nan,无责,未发现违法行为,371402199404016384,刘建军,琴市,台北路,119.940942007763,30.060876382099,普通路面,路段,其他,nan,不在缺口上发生,否,无,合法,山东省,28,浙江
2278,2020-11-14 14:42:17,nan,身份证,13706817331,非营运,无法现场认定,待事故调查,210922196808165275,李淑英,潜江市,汕尾街,119.936677730817,30.114332085298,普通路面,路口,城市道路,T字路口,nan,否,无,合法,辽宁省,54,浙江
2279,2020-11-14 14:32:08,13777564567.0,身份证,13777564567,非营运,无法现场认定,待事故调查,320311199301115911,郑静,婷市,合山街,119.897103814724,29.922732846944,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,江苏省,29,浙江
2280,2020-11-14 14:31:18,13145208696.0,身份证,15867157010,非营运,无法现场认定,待事故调查,410502199406052706,严秀华,马鞍山县,胡街,119.925454197609,30.050374830323,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河南省,28,浙江
2281,2020-11-14 14:17:54,15611514788.0,身份证,15614514788,非营运,无责,未发现违法行为,222404198810138164,贾娜,建国市,广州街,119.881065609913,30.042653361525,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,吉林省,34,河北
2282,2020-11-14 13:54:54,13646718712.0,身份证,13718830836,非营运,无责,未发现违法行为,510811201301058614,李琴,丽华市,万街,119.70549,30.05839,普通路面,路口,县道,十字路口,nan,是,无,合法,四川省,9,北京
2283,2020-11-14 13:53:22,13375814680.0,身份证,13706815076,非营运,全部,已处罚,152900198711131438,王秀兰,澳门市,阎路,119.937419129853,30.097942523201,普通路面,路段,城市道路,nan,路边缺口,是,无,合法,内蒙古自治区,35,浙江
2284,2020-11-14 13:49:33,18958171097.0,身份证,13567122490,非营运,无责,未发现违法行为,429004199504198958,罗荣,马鞍山县,惠州路,120.04411,29.99991,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,湖北省,27,浙江
2285,2020-11-14 13:42:19,15168323999.0,身份证,15168323999,非营运,无责,未发现违法行为,620104196407064772,鲁凯,沈阳县,哈尔滨路,119.938079276824,30.03195066211,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,甘肃省,58,浙江
2286,2020-11-14 13:30:35,13732227007.0,身份证,13732227007,非营运,无责,未发现违法行为,130425199306178098,朱磊,宁市,陈路,120.048297541893,30.066115631473,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河北省,29,浙江
2287,2020-11-14 13:29:33,18205815895.0,身份证,18205815895,非营运,无责,未发现违法行为,320682199507113956,石健,阜新市,呼和浩特街,120.00658,29.9779,nan,nan,nan,nan,nan,nan,nan,合法,江苏省,27,浙江
2288,2020-11-14 13:28:42,nan,身份证,13868123063,非营运,无法现场认定,待事故调查,540227201412249521,李欣,东县,曹街,120.052148045131,30.061461997844,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,西藏自治区,8,浙江
2289,2020-11-14 13:16:40,15188225603.0,身份证,15188225603,非营运,无责,未发现违法行为,211224198412193899,董敏,成都市,淮安路,119.732902499492,29.974786063169,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,辽宁省,38,河南
2290,2020-11-14 13:08:38,15988812351.0,身份证,15988812351,非营运,无责,未发现违法行为,440222198309021481,王红梅,淑华市,王街,119.99744780028,30.149586874861,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,广东省,39,浙江
2291,2020-11-14 13:04:47,13735435101.0,身份证,15570617022,nan,同等,已处罚,350629198506112627,辜俊,南昌县,王街,119.925826496976,30.050996111081,普通路面,路段,乡/村道,nan,不在缺口上发生,是,无,合法,福建省,37,不合法的电话号码
2292,2020-11-14 12:54:25,13221818168.0,身份证,13221818168,非营运,无责,未发现违法行为,500154201602263806,孔红梅,汕尾市,马路,120.00707,29.89201,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,重庆市,6,浙江
2293,2020-11-14 12:53:48,18605889069.0,身份证,17857989730,nan,无责,未发现违法行为,430781199501277970,卞红霞,红霞县,长沙路,119.744858048414,29.99866447029,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,湖南省,27,不合法的电话号码
2294,2020-11-14 12:52:29,13777587676.0,身份证,15968132163,非营运,无法现场认定,待事故调查,350723199402204449,赵金凤,浩市,六安街,119.940900925649,30.039172906432,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,福建省,28,浙江
2295,2020-11-14 12:50:33,18868769236.0,身份证,18868769236,nan,nan,nan,340122198311209687,周强,台北县,呼和浩特路,119.942852768116,30.049959974709,普通路面,路口,乡/村道,T字路口,nan,否,无,合法,安徽省,39,浙江
2296,2020-11-14 12:48:26,13107726432.0,身份证,13107726432,非营运,无责,未发现违法行为,350505200005055357,龙晨,云县,哈尔滨街,119.941241981099,30.061414391594,普通路面,路段,省道,nan,路边缺口,否,无,合法,福建省,22,浙江
2297,2020-11-14 12:30:22,18611192783.0,身份证,18611192783,非营运,无法现场认定,待事故调查,360123198505227242,阮春梅,凤兰市,南京路,119.958290254274,30.052119103257,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,37,北京
2298,2020-11-14 12:29:22,17606530784.0,身份证,15068116628,nan,nan,nan,522328198103198674,王亮,太原县,南宁路,120.050983396757,30.070425527379,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,贵州省,41,浙江
2299,2020-11-14 12:25:48,15355466709.0,身份证,13968154791,非营运,无法现场认定,待事故调查,370703198307223098,梁建平,丽娟市,王街,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,39,浙江
2300,2020-11-14 12:13:54,nan,身份证,15268124880,非营运,无法现场认定,待事故调查,150726200112277663,应璐,建军县,刘街,119.94879,30.00843,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,内蒙古自治区,21,浙江
2301,2020-11-14 12:05:32,15967140272.0,身份证,15967140272,非营运,同等,内部道路不处罚,370702198303255811,任金凤,六盘水市,唐街,119.9613,30.13127,内部道路,nan,nan,nan,nan,nan,nan,合法,山东省,39,浙江
2302,2020-11-14 12:02:55,13868092394.0,身份证,13868092394,非营运,nan,nan,430900199403111902,程伟,巢湖市,深圳路,119.936687837209,30.043556246857,普通路面,路段,县道,nan,不在缺口上发生,否,nan,合法,湖南省,28,浙江
2303,2020-11-14 11:32:48,18757125282.0,身份证,15906696239,非营运,无责,未发现违法行为,140681201801284182,张涛,雪市,佛山路,119.69398,30.00054,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,山西省,4,浙江
2304,2020-11-14 11:31:06,13738115714.0,身份证,13276273593,nan,无责,未发现违法行为,421121199503029655,喻芳,兴城县,莫路,119.956817254264,30.051258188852,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖北省,27,江苏
2305,2020-11-14 11:21:16,nan,身份证,15158018630,非营运,无法现场认定,待事故调查,44088219961019393X,冯亮,贵阳市,澳门街,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广东省,26,浙江
2306,2020-11-14 11:13:14,13819139007.0,身份证,13819139007,非营运,无法现场认定,已处罚,510727198506268018,杨平,合山市,重庆路,119.73596,29.96766,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,四川省,37,浙江
2307,2020-11-14 11:12:46,13777369472.0,身份证,13606606032,非营运,无法现场认定,待事故调查,610304200310254033,穆建军,杭州县,汪路,nan,nan,普通路面,路口,城市道路,不规则路口,nan,是,无,合法,陕西省,19,浙江
2308,2020-11-14 11:09:43,18357009709.0,身份证,15275727622,nan,nan,nan,622921196803237972,李健,大冶县,济南街,119.95738,30.03062,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,甘肃省,54,山东
2309,2020-11-14 11:09:16,13906528099.0,身份证,13906528099,非营运,无责,未发现违法行为,650000196104236789,张岩,亮县,吴街,119.935937925748,30.056342165963,普通路面,路段,省道,nan,路边缺口,否,无,合法,新疆维吾尔自治区,61,浙江
2310,2020-11-14 11:04:59,13506811844.0,身份证,13735858725,非营运,无责,未发现违法行为,361126200004269735,周金凤,瑞县,陈街,nan,nan,内部道路,nan,nan,nan,nan,nan,nan,合法,江西省,22,浙江
2311,2020-11-14 10:58:05,15958171710.0,身份证,15958171710,非营运,nan,nan,653131198004251158,巫坤,郑州县,合肥街,119.78814,29.95114,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,新疆维吾尔自治区,42,浙江
2312,2020-11-14 10:52:17,16657161865.0,身份证,16657161865,nan,无法现场认定,待事故调查,41152619980216965X,田秀荣,惠州市,方路,119.93503,29.996834,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河南省,24,不合法的电话号码
2313,2020-11-14 10:43:36,15909423149.0,身份证,15068882862,非营运,无责,未发现违法行为,320922198307075196,耿敏,梧州县,东莞街,119.94525,30.0973,普通路面,路段,国道,nan,不在缺口上发生,否,nan,合法,江苏省,39,浙江
2314,2020-11-14 10:25:29,15757598866.0,身份证,15757198866,客运网约车,nan,nan,210700195709039632,吴婷婷,哈尔滨县,马路,120.020175,30.027951,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,辽宁省,65,不合法的电话号码
2315,2020-11-14 10:21:08,13868168841.0,身份证,13868168841,nan,nan,nan,532823199311289919,罗丹,萍市,孙街,119.927803590976,30.018822617033,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,云南省,29,浙江
2316,2020-11-14 10:20:17,15967121845.0,身份证,13073680190,非营运,无责,未发现违法行为,340111200208256371,何琴,西安市,米街,119.723521026717,29.901540590282,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,安徽省,20,浙江
2317,2020-11-14 10:20:12,15125385038.0,身份证,15125385038,非营运,nan,nan,513435198201073208,蔡文,雷市,刘街,119.9939,30.14734,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,四川省,40,云南
2318,2020-11-14 10:18:07,nan,身份证,13675836868,非营运,无法现场认定,待事故调查,640105200209063217,韩凤兰,太原市,永安街,120.004029898283,30.052692685518,普通路面,路口,城市道路,十字路口,nan,否,有,合法,宁夏回族自治区,20,浙江
2319,2020-11-14 10:16:21,17794585921.0,身份证,17794585921,nan,无责,未发现违法行为,360823200009273344,李桂珍,邯郸市,武汉街,119.95791,30.1219,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,江西省,22,不合法的电话号码
2320,2020-11-14 10:02:26,13685780513.0,身份证,15606530009,非营运,无责,未发现违法行为,411502199810209403,田红霞,明市,杨街,119.69806,29.98263,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河南省,24,浙江
2321,2020-11-14 09:48:44,13685796611.0,身份证,13858142459,非营运,次要,已处罚,810000198905268149,李荣,贵阳县,上海路,119.916820368052,30.051698167632,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,香港特别行政区,33,浙江
2322,2020-11-14 09:46:08,13806526890.0,身份证,13806526890,非营运,无责,未发现违法行为,210212195608135551,陈莹,凤英县,邯郸路,120.057697549267,30.077539927281,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,辽宁省,66,浙江
2323,2020-11-14 09:43:55,13968158208.0,身份证,13968158208,nan,无责,未发现违法行为,210321196506194418,魏海燕,桂芳县,穆街,119.66851,29.98639,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,辽宁省,57,浙江
2324,2020-11-14 09:30:23,13685754470.0,身份证,13685754470,非营运,无法现场认定,待事故调查,511323199304055901,许云,龙县,贵阳街,119.919011794168,30.013198464648,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,四川省,29,浙江
2325,2020-11-14 09:19:58,18857100181.0,身份证,13606512579,nan,无责,未发现违法行为,540122197408174962,陈瑜,杭州县,张街,119.869923489982,30.039382205353,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,西藏自治区,48,浙江
2326,2020-11-14 09:15:22,13858155265.0,身份证,13858155265,nan,无责,未发现违法行为,53082620030814325X,刘桂兰,沈阳市,郑州街,119.940899109755,30.061340757907,普通路面,路口,省道,十字路口,nan,否,有,合法,云南省,19,浙江
2327,2020-11-14 09:11:13,13777585219.0,身份证,13777585219,非营运,无法现场认定,待事故调查,610700199606211850,周涛,峰县,沈阳路,119.90917025484,29.984999877922,普通路面,路口,城市道路,不规则路口,nan,否,无,合法,陕西省,26,浙江
2328,2020-11-14 09:10:36,18326333675.0,身份证,17786981550,非营运,无责,未发现违法行为,410821198308186015,王桂香,海燕县,乌鲁木齐路,nan,nan,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,河南省,39,不合法的电话号码
2329,2020-11-14 08:42:37,13606515161.0,身份证,13606515161,非营运,无法现场认定,待事故调查,340322199202287649,谢利,丹丹市,王路,119.945429754303,30.0452392143,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,安徽省,30,浙江
2330,2020-11-14 08:42:30,13868158388.0,身份证,13588373519,nan,次要,未发现违法行为,231100199308227763,韦兰英,玉梅县,香港街,119.958216304356,30.127226604722,普通路面,路口,乡/村道,T字路口,nan,否,无,合法,黑龙江省,29,浙江
2331,2020-11-14 08:30:39,19857020209.0,身份证,19857020209,非营运,无责,未发现违法行为,620403198702289113,孙玲,济南市,廖路,nan,nan,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,甘肃省,35,不合法的电话号码
2332,2020-11-14 08:22:37,13805799380.0,身份证,18357020990,非营运,无法现场认定,待事故调查,360102199105144723,侯兵,琴市,台北路,119.971487,30.0387,普通路面,路口,城市道路,T字路口,nan,是,有,合法,江西省,31,浙江
2333,2020-11-14 08:09:36,18094711529.0,身份证,18727025759,非营运,次要,已处罚,410802198206279705,刘婷,淑华市,呼和浩特街,119.87359,30.03539,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,河南省,40,不合法的电话号码
2334,2020-11-14 08:03:11,18208961271.0,身份证,18208961271,非营运,无责,未发现违法行为,140524198504073883,江婷婷,太原市,深圳街,120.00066,30.02125,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,山西省,37,海南
2335,2020-11-14 07:56:16,18758150860.0,身份证,18758150860,非营运,无责,未发现违法行为,150922200312048705,卢红霞,长沙县,兴安盟路,120.002190206613,29.892923896994,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,内蒙古自治区,19,不合法的电话号码
2336,2020-11-14 07:40:46,18368808263.0,身份证,13175091027,非营运,无责,未发现违法行为,530403201505243434,张秀梅,潜江县,宋路,119.947379900446,30.115986218039,普通路面,路段,省道,nan,不在缺口上发生,否,无,合法,云南省,7,浙江
2337,2020-11-14 07:31:18,13634139474.0,身份证,13634139474,非营运,无责,未发现违法行为,500102199701102884,金宇,济南县,方路,119.92631000121,30.117190002318,普通路面,路段,乡/村道,nan,不在缺口上发生,否,nan,合法,重庆市,25,浙江
2338,2020-11-14 07:27:59,17348830176.0,身份证,17348830176,非营运,nan,nan,120102197402022999,王晶,博县,柳州路,119.730340407728,30.027538202607,内部道路,nan,nan,nan,nan,nan,nan,合法,天津市,48,不合法的电话号码
2339,2020-11-14 07:10:45,13976121195.0,身份证,15941808828,nan,无责,未发现违法行为,532525195712142983,马建平,马鞍山市,贵阳路,nan,nan,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,云南省,65,辽宁
2340,2020-11-14 07:09:48,13516772212.0,身份证,13516772212,非营运,nan,nan,420505199501141468,郭帅,婷市,东莞路,119.92543,30.05354,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,湖北省,27,浙江
